"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","entrez"
"ENSG00000182502",46.0689498355827,0.23534576786538,0.251796403189935,0.129127789025822,0.346095127099487,NA,NA
"ENSG00000143621",1473.45329115119,-0.136270039573673,0.0971033652440181,0.129164544822531,0.34613605815632,"ILF2","3608"
"ENSG00000156398",39.1459135027293,0.220164482837656,0.301341944503071,0.129199232045698,0.346171433142898,"SFXN2","118980"
"ENSG00000267270",19.0101658736234,-0.225083548600441,0.295375614558286,0.12926849929944,0.346246038389416,"PARD6G-AS1","100130522"
"ENSG00000139631",303.758577447456,-0.174491907390011,0.133788241747212,0.129270059022552,0.346246038389416,"CSAD","51380"
"ENSG00000100532",186.521919319793,0.168743257528958,0.127252941290735,0.129310722275707,0.346297381413549,"CGRRF1","10668"
"ENSG00000231160",22.0073227488906,-0.207439540076639,0.305311693441977,0.129357341135755,0.346364653986728,NA,NA
"ENSG00000196981",150.884913823637,-0.170876482780615,0.129657122518848,0.12953117262149,0.346772469608644,"WDR5B","54554"
"ENSG00000198171",604.406969013523,0.20616588983343,0.17371710267932,0.129581639866371,0.346849941832049,"DDRGK1","65992"
"ENSG00000133619",215.144599533111,-0.184865176210057,0.145568846850764,0.129790918260223,0.347337476354451,"KRBA1","84626"
"ENSG00000136754",1144.62339500835,0.153798263042541,0.112775724919101,0.129806898710828,0.347337476354451,"ABI1","10006"
"ENSG00000183155",170.86618312281,0.169592792555384,0.128539060868971,0.129833941746932,0.347352148037998,"RABIF","5877"
"ENSG00000054219",12.2409135039862,0.148945648347759,0.298874192858701,0.129974979110531,0.347671739739293,"LY75","4065"
"ENSG00000099957",64.9687103662385,-0.197954360878809,0.308685897056538,0.13000605948331,0.347697148794091,"P2RX6","9127"
"ENSG00000165304",159.26827630941,0.189708736250009,0.151799825379687,0.130049252805313,0.34775493974214,"MELK","9833"
"ENSG00000228889",11.0219447235912,-0.206145417102513,0.309439622738486,0.130229235439892,0.348178428837057,"UBAC2-AS1","100289373"
"ENSG00000215105",306.431933503413,-0.227930052563807,0.223780784156983,0.130343864814786,0.348421603919426,NA,NA
"ENSG00000168944",487.883987066136,-0.145418234482246,0.105457722916093,0.130367660776206,0.348421603919426,"CEP120","153241"
"ENSG00000272899",10.7747212520916,0.19877647400938,0.309113740227211,0.13038506920925,0.348421603919426,"SPMIP1","100130705"
"ENSG00000119242",1265.5152957013,-0.116922652314842,0.0816500705878217,0.130458662181892,0.348506555035633,"CCDC92","80212"
"ENSG00000227558",275.904605108102,-0.210805378755128,0.183515261207183,0.130460122488977,0.348506555035633,NA,NA
"ENSG00000139187",10.8157614771651,-0.174071762554948,0.307121014437596,0.130554117680214,0.348652266232624,"KLRG1","10219"
"ENSG00000145703",82.7765403353589,-0.214120306365088,0.303519785952539,0.130557949362635,0.348652266232624,"IQGAP2","10788"
"ENSG00000118596",486.483934189041,0.202079749784799,0.169225057532718,0.130612376316229,0.348654063544399,"SLC16A7","9194"
"ENSG00000244041",16.5018858709959,-0.223697151792894,0.294326411513155,0.13062260764466,0.348654063544399,"LINC01011","401232"
"ENSG00000136146",421.15061865908,0.146134485373248,0.10614230969912,0.130623544631245,0.348654063544399,"MED4","29079"
"ENSG00000247317",30.5349989526873,-0.160754845912027,0.303006709136837,0.130786445818822,0.349031046643539,NA,NA
"ENSG00000131831",1018.68712219958,0.101532118040353,0.281214082000918,0.131009432745521,0.349568229705713,"RAI2","10742"
"ENSG00000176809",271.048491391075,-0.2122064604164,0.186489066910552,0.131063479124415,0.3495919749918,"LRRC37A3","374819"
"ENSG00000075188",353.093877183326,-0.17225194225146,0.132214907699893,0.131081256610462,0.3495919749918,"NUP37","79023"
"ENSG00000116213",305.905724105739,0.18351719349822,0.144330542975096,0.131083428770744,0.3495919749918,"WRAP73","49856"
"ENSG00000171291",93.3958855751921,0.214259581283267,0.189373973648189,0.131149255064102,0.349592923183384,"ZNF439","90594"
"ENSG00000141971",384.021954573091,0.154207038105298,0.113630281311675,0.131150506654172,0.349592923183384,"MVB12A","93343"
"ENSG00000170846",170.100835236767,-0.21182520787474,0.187136971409122,0.131168307196152,0.349592923183384,"MRFAP1L2","93622"
"ENSG00000267080",105.351132675252,-0.198493849771789,0.16455607965728,0.131170835809087,0.349592923183384,"ASB16-AS1","339201"
"ENSG00000197932",271.74706703917,0.149477690312685,0.109132846595876,0.131192279409518,0.349592923183384,NA,NA
"ENSG00000176055",104.181858673496,-0.193214621255401,0.156911888747264,0.131249000108475,0.349686231312656,"MBLAC2","153364"
"ENSG00000162627",708.410145106265,-0.131930674894232,0.0941587044430867,0.131354823062327,0.349910309913549,"SNX7","51375"
"ENSG00000138430",946.3254608243,-0.117374171185015,0.0823320316813171,0.131388537440543,0.34994225933288,"OLA1","29789"
"ENSG00000248124",168.833332074821,-0.198877591607086,0.165475665681633,0.13144081958664,0.350023643695928,NA,NA
"ENSG00000198604",430.558881249971,-0.203877644804842,0.173091338286625,0.131583500467227,0.350343836410424,"BAZ1A","11177"
"ENSG00000244513",19.3123270404849,0.218523761603261,0.299983907288853,0.131604549559673,0.350343836410424,NA,NA
"ENSG00000165688",710.100421589034,0.134292792441406,0.0958954133000393,0.131667881440147,0.350417676034661,"PMPCA","23203"
"ENSG00000189376",30.5964226710157,0.231980618921353,0.259898176584695,0.131675787394565,0.350417676034661,"C8orf76","84933"
"ENSG00000243449",65.3985329566533,0.231820546157454,0.246937287032765,0.131697641509603,0.350417952495658,"NICOL1","401115"
"ENSG00000132434",308.043587482409,-0.14681931097343,0.107201156066648,0.131801553419068,0.350625326360871,"LANCL2","55915"
"ENSG00000177335",35.9373624001741,-0.22798018712835,0.282113378231176,0.131821712139749,0.350625326360871,"LY6S-AS1","286122"
"ENSG00000256745",71.2670240583475,0.224324225947669,0.212439148495494,0.131840868170452,0.350625326360871,NA,NA
"ENSG00000214753",681.60925114223,0.163090199210505,0.122541211809673,0.131882760438368,0.350678850210026,"HNRNPUL2","221092"
"ENSG00000166860",185.512323898023,-0.180638990281746,0.14170194628398,0.131911262703805,0.350696757990265,"ZBTB39","9880"
"ENSG00000134900",1745.3137627901,0.161840083680221,0.12138168786784,0.132051934033893,0.35097242238389,"TPP2","7174"
"ENSG00000084073",1852.80748464464,0.131906749621087,0.0941388803068551,0.132058520544419,0.35097242238389,"ZMPSTE24","10269"
"ENSG00000205323",44.6292305196131,-0.225827469039546,0.221875534293949,0.132111400814336,0.351055051710336,"SARNP","84324"
"ENSG00000112200",668.836488010912,-0.142110649509313,0.103213399620844,0.132136725817414,0.351064444202565,"ZNF451","26036"
"ENSG00000272240",18.1793715455687,-0.220406173838377,0.298449999104579,0.13229374656979,0.351423668752826,NA,NA
"ENSG00000136848",1576.38448708451,-0.17776947834954,0.138820512481681,0.132370068514371,0.351528997773257,"DAB2IP","153090"
"ENSG00000083123",347.120116357439,0.19942597825206,0.166472279174288,0.132377036154823,0.351528997773257,"BCKDHB","594"
"ENSG00000146757",91.56662557345,-0.194953048865174,0.160359497136281,0.132417762992312,0.351553447065887,"ZNF92","168374"
"ENSG00000171992",4877.99836574195,-0.203586639924661,0.174158154910841,0.132451014973932,0.351553447065887,"SYNPO","11346"
"ENSG00000180155",1143.91661500671,-0.231240912210353,0.265831790201612,0.132452791279443,0.351553447065887,"LYNX1","66004"
"ENSG00000259343",13.20352026576,-0.193793229064574,0.307640273403876,0.132473525984545,0.351553447065887,"LOC105370921","105370921"
"ENSG00000189166",55.4177918575812,0.219778476622303,0.202648060100907,0.13252947244092,0.351619335836022,NA,NA
"ENSG00000116786",3336.56929767415,0.132635043959265,0.0934605659514774,0.132542004005472,0.351619335836022,"PLEKHM2","23207"
"ENSG00000253785",37.4951914019609,-0.230603422513284,0.273155707163989,0.132583007169124,0.351661674787193,NA,NA
"ENSG00000150667",13.5399861172505,-0.157877676392722,0.301675408043978,0.132620817716377,0.351661674787193,"FSIP1","161835"
"ENSG00000255112",720.501617565515,0.14943671023591,0.109944770905914,0.132630898709836,0.351661674787193,"CHMP1B","57132"
"ENSG00000184635",38.4209381380205,-0.230029734489571,0.237376873475377,0.132662698423868,0.351661674787193,"ZNF93","81931"
"ENSG00000167325",796.62115046328,-0.149607861585347,0.110236796798223,0.132679576815682,0.351661674787193,"RRM1","6240"
"ENSG00000139921",1102.70518957172,0.202587006899951,0.170655674442481,0.132699738660418,0.351661674787193,"TMX1","81542"
"ENSG00000263002",203.247591427775,-0.16994718285821,0.130269588659973,0.132710755552488,0.351661674787193,"ZNF234","10780"
"ENSG00000230626",76.521603433426,0.228591531693746,0.231020173740936,0.13276328943526,0.35174302846431,NA,NA
"ENSG00000227827",2734.1020474919,0.220223448954024,0.20411321030823,0.132809734513081,0.35180822636308,"PKD1P2","283955"
"ENSG00000234545",438.737842012895,-0.158347337009814,0.11851157476674,0.133031831314719,0.352305551792892,"FAM133B","257415"
"ENSG00000100568",1020.14135410317,0.110686169140369,0.0772864496253522,0.133041212656443,0.352305551792892,"VTI1B","10490"
"ENSG00000168710",2761.97670570762,0.133674032437732,0.0950883057318826,0.133208322565646,0.352690104331161,"AHCYL1","10768"
"ENSG00000183354",721.914303575771,-0.14750988690994,0.108265122724548,0.133276727565834,0.352804326557194,"BRD10","158358"
"ENSG00000129317",204.054345769447,-0.16855147369242,0.128893078485794,0.133312135889385,0.352804326557194,"PUS7L","83448"
"ENSG00000074964",747.650797014617,0.125942799466782,0.089476788724425,0.133322989264566,0.352804326557194,"ARHGEF10L","55160"
"ENSG00000179271",508.676922967368,0.148167710110274,0.108901865027214,0.133339056818742,0.352804326557194,"GADD45GIP1","90480"
"ENSG00000170852",607.873389276003,0.143704076887274,0.104762568800009,0.133370305840169,0.352829063610995,"KBTBD2","25948"
"ENSG00000269609",40.1648492199335,-0.22969644653039,0.253629100692463,0.133431088013411,0.352931909207694,"C10orf95-AS1","100505761"
"ENSG00000117394",2562.06589326781,0.230950741578713,0.248992434689318,0.133459419333638,0.352948900998727,"SLC2A1","6513"
"ENSG00000090581",1124.45731991932,-0.142684582515137,0.103973333607752,0.133507735466525,0.35301873069115,"GNPTG","84572"
"ENSG00000145833",1220.47240753577,0.13067887439796,0.0935216378380206,0.13359287745644,0.35315506728016,"DDX46","9879"
"ENSG00000164220",2198.29414319661,-0.225614883998857,0.223645198508084,0.133603136681309,0.35315506728016,"F2RL2","2151"
"ENSG00000129007",118.56911933292,0.207686766328181,0.18181137604774,0.133656912390212,0.353197712702414,"CALML4","91860"
"ENSG00000146731",1804.64855868499,0.141208850356508,0.10266914954934,0.133664030459623,0.353197712702414,"CCT6A","908"
"ENSG00000121022",667.800428409414,-0.118912119417105,0.084061929717203,0.133685038300498,0.353197712702414,"COPS5","10987"
"ENSG00000104524",119.944046309999,0.217892778866598,0.199786450301149,0.1337871033347,0.353409414957429,"PYCR3","65263"
"ENSG00000153048",1064.6834495772,0.179153986829034,0.140613639444229,0.133861227674934,0.353547252306699,"CARHSP1","23589"
"ENSG00000118096",409.10866258658,-0.155839835531288,0.116678326039765,0.133962880373827,0.353750893652971,"IFT46","56912"
"ENSG00000120656",465.848887053948,-0.147900194777625,0.10897857967584,0.133995087678617,0.353750893652971,"TAF12","6883"
"ENSG00000235865",68.6853377023452,-0.205333439472897,0.304386903187834,0.134019198163226,0.353750893652971,"GSN-AS1","57000"
"ENSG00000233396",88.1985827111335,0.225651106878668,0.283185324772394,0.134026159447442,0.353750893652971,NA,NA
"ENSG00000242960",1816.01915437102,0.202838425339426,0.174754801004092,0.134101495708054,0.353877413693634,NA,NA
"ENSG00000023171",82.0313576380398,-0.207254379822194,0.303484547539465,0.134138286257413,0.353877413693634,"GRAMD1B","57476"
"ENSG00000163781",778.662249919108,0.153074529600317,0.113448061344634,0.134139989164361,0.353877413693634,"TOPBP1","11073"
"ENSG00000155438",305.465606235255,0.143250365219959,0.104513422273157,0.134164396858293,0.353880106704194,"NIFK","84365"
"ENSG00000230989",1468.44920902145,0.113103604595809,0.0793457828099402,0.134184940218231,0.353880106704194,"HSBP1","3281"
"ENSG00000173875",436.195089019606,0.188290442154694,0.152366587597155,0.134305205484623,0.354139306966083,"ZNF791","163049"
"ENSG00000115649",888.603658758989,0.207474109684319,0.180634918731989,0.13436693891774,0.354244109458961,"CNPPD1","27013"
"ENSG00000011105",3563.61881137209,0.20176543924884,0.1722498225847,0.134472966558175,0.354451556654607,"TSPAN9","10867"
"ENSG00000128731",2889.5160323793,0.129501626726583,0.0927104299506422,0.134489626083397,0.354451556654607,"HERC2","8924"
"ENSG00000053501",287.892670972881,-0.15388068319086,0.11478714473383,0.13459734691443,0.354677438033755,"USE1","55850"
"ENSG00000108784",1222.99121697759,0.151053681453156,0.111965697252076,0.134628155013536,0.354677767675692,"NAGLU","4669"
"ENSG00000116774",3799.98392571315,0.124951613647049,0.0890306747217748,0.134641501278911,0.354677767675692,"OLFML3","56944"
"ENSG00000139200",474.253931285867,0.219081834939993,0.205079425709393,0.13468724108621,0.354740255213328,"PIANP","196500"
"ENSG00000163939",1611.02924238794,-0.142162973046292,0.10330185438736,0.134800914134226,0.354905475031504,"PBRM1","55193"
"ENSG00000241489",16.1474061503021,-0.220300455987419,0.291646941699039,0.134820872062399,0.354905475031504,NA,NA
"ENSG00000188021",1143.08515310484,-0.101688136597802,0.0708552692509035,0.134827727804059,0.354905475031504,"UBQLN2","29978"
"ENSG00000232807",82.3654117105467,0.228901661905281,0.268217647047651,0.134838086566187,0.354905475031504,NA,NA
"ENSG00000038382",6076.19407583017,-0.171221652521533,0.122821003226086,0.134893907490216,0.35499440437355,"TRIO","7204"
"ENSG00000176438",458.23115723731,0.228387090208054,0.229927931202183,0.134954646328394,0.355096244814105,"SYNE3","161176"
"ENSG00000109103",417.334208430818,-0.197711872034145,0.166299395138424,0.135027713048107,0.355230484147298,"UNC119","9094"
"ENSG00000198888",30676.4795394721,0.171828424146201,0.13388096041227,0.13505801220269,0.355252185240414,"MT-ND1","4535"
"ENSG00000181220",442.538934189535,0.138820421242862,0.100939249469141,0.135098665658213,0.355301110417804,"ZNF746","155061"
"ENSG00000181191",418.498307985413,-0.147388567582813,0.10894271054514,0.135134409160049,0.355337108858748,"PJA1","64219"
"ENSG00000163145",206.341990307645,0.223641986254636,0.28540157492449,0.135164183954153,0.355357403342911,"C1QTNF7","114905"
"ENSG00000145050",717.88672260205,0.223712069984446,0.215950855503278,0.135260555077156,0.355552749689681,"MANF","7873"
"ENSG00000198860",370.104967289301,-0.164117272738341,0.125354866721101,0.135286757562007,0.355563613553261,"TSEN15","116461"
"ENSG00000197343",1237.00650769351,0.105664201620313,0.0739180055545876,0.135308918481751,0.355563853475694,"ZNF655","79027"
"ENSG00000213585",2627.64989048446,0.179258329619017,0.141776924890317,0.135372303254324,0.35567240341331,"VDAC1","7416"
"ENSG00000079841",40.6100384742571,0.137579079503948,0.294134957781981,0.135573028342107,0.356092195320183,"RIMS1","22999"
"ENSG00000099889",201.826956720271,-0.219462971771109,0.210092448620401,0.135576284904351,0.356092195320183,"ARVCF","421"
"ENSG00000040633",796.625749225157,-0.187602357020423,0.152775416485724,0.135629125413631,0.35617291598028,"PHF23","79142"
"ENSG00000116954",1431.18206671352,0.181903877243212,0.145250508377484,0.13568057212513,0.356249950702082,"RRAGC","64121"
"ENSG00000260482",264.403973418504,-0.209729012828482,0.187187398102403,0.13577805069425,0.356396682742848,NA,NA
"ENSG00000146263",193.599961061838,-0.189996418264572,0.15623905169658,0.135780698819167,0.356396682742848,"MMS22L","253714"
"ENSG00000124588",257.36565656929,-0.180921915266947,0.144392547916613,0.13581063352398,0.356411520635813,"NQO2","4835"
"ENSG00000064225",31.7654063600698,-0.225906904574399,0.277543201059796,0.135830596282285,0.356411520635813,"ST3GAL6","10402"
"ENSG00000132773",81.0868768443303,-0.191058032287434,0.157033161548226,0.135855132767072,0.356417854422782,"TOE1","114034"
"ENSG00000110987",248.114785955368,0.232907381029163,0.258073956307719,0.135924564160018,0.356522977877041,"BCL7A","605"
"ENSG00000187091",646.283534987692,0.152084856854144,0.113679888643762,0.135939460809302,0.356522977877041,"PLCD1","5333"
"ENSG00000176953",793.261771947461,0.114110060951226,0.0810272409263847,0.135972542859684,0.356551698895242,"NFATC2IP","84901"
"ENSG00000180015",85.1474890974379,0.197947564518389,0.166481512741673,0.136038244030624,0.356601298416096,NA,NA
"ENSG00000142149",38.497948993484,-0.112070034694211,0.284289526847649,0.136061291716522,0.356601298416096,"HUNK","30811"
"ENSG00000085274",250.896731282854,-0.147720852946683,0.109605770421883,0.136093392977033,0.356601298416096,"MYNN","55892"
"ENSG00000141378",198.75066154248,0.182475315773311,0.145922903446984,0.136148696512983,0.356601298416096,"PTRH2","51651"
"ENSG00000203999",13.6756363991585,0.201799024820599,0.303972993978248,0.136152284951377,0.356601298416096,"LINC01270","284751"
"ENSG00000165121",35.0624448215922,-0.228413973158972,0.255905804526005,0.136166986473826,0.356601298416096,NA,NA
"ENSG00000118900",1330.36256690333,0.147763333816684,0.109431508401825,0.13617351711794,0.356601298416096,"UBN1","29855"
"ENSG00000164953",217.433902911437,-0.172569004861762,0.134851833034361,0.13619057359376,0.356601298416096,"TMEM67","91147"
"ENSG00000145725",1064.17376095621,-0.114129511135743,0.0807942328135388,0.136190664090015,0.356601298416096,"PPIP5K2","23262"
"ENSG00000105723",588.378421342476,0.133781174088512,0.096925486821542,0.136437290414641,0.357189012978597,"GSK3A","2931"
"ENSG00000118407",165.572814078958,-0.224620452675995,0.274646773366697,0.136568177690794,0.357414280903716,"FILIP1","27145"
"ENSG00000188599",95.6022942354994,0.197254744000261,0.166248002323998,0.136577522982743,0.357414280903716,"NPIPP1","100874381"
"ENSG00000197223",265.944208086764,0.206945003429564,0.182254349302072,0.136589890604195,0.357414280903716,"C1D","10438"
"ENSG00000023445",56.2770945622479,0.217541993978717,0.293343965925873,0.136827426612895,0.357977698954264,"BIRC3","330"
"ENSG00000054392",98.073510633697,-0.192789188458719,0.160915050944559,0.136892547700475,0.358089923039837,"HHAT","55733"
"ENSG00000176641",148.15355408686,0.227891687621525,0.245118838769347,0.136925597900655,0.358118231782054,"RNF152","220441"
